NOMBRE DE LA FARMACIA,NOMBRE DE CONTACTO,DIRECCION,DEPARTAMENTO,MUNICIPIO,TELEFONO,CELULAR,NIT
AUROMAR (EL ALTO),MARISABEL LEYVA GALVAN,"AV. AREQUIPA, NRO. 40 ENTRE CALLE ECUADOR Y AVENIDA 8, ZONA ALTO LIMA III, SECCIÓN DE LA CIUDAD  DE EL ALTO",LA PAZ,EL ALTO,,73320450,5930487012
AYELEN,CINTHYA GABRIELA CHUQUIMIA LIMA,"CALLE ZOILO FLORES NO. 1024, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,3434351018
AYLIN DENILSON,ROSMARY CALDERON CONDORI,"AVENIDA SIMON BOLIVAR NO. 1792, URB. 25 DE DICIEMBRE, ENTRE CALLES PORVENIR Y CORIPATA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67182742,8340850017
AYNIFARMA,GERMAN TICONA MARTINEZ,"AV. LOS SAUCES NO. 224, ZONA ALTO ACHUMANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76030096,4313443012
BAHIRA,LUZ LUSMILA ESPEJO RAMIREZ,"CALLE 9 NO. 888, ZONA VILLA SAN ANTONIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,4283775017
BALBOA,,"AV. ANTINSUYO, NO. 698, ZONA TAHUANTINSUYO DE LA CIUDAD DE EL ALTO - LA PAZ",LA PAZ,EL ALTO,,74015051,6036881010
BALBOA,JUAN WILLY GUTIERREZ PACHAJAYA,"CALLE 7, TIENDA EXTERIOR, NO. 698, ENTRE CALLE KOLLASUYO Y CALLE E FRENTE A LA PLAZA EL SOL, ZONA TAHUANTINSUYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76533282,6156344014
BALUC,ANA MARIA VIRGINIA CASTRO CARVAJAL,"AV. 14 DE SEPTIEMBRE NO. 45, PLANTA BAJA, ZONA OVEJUYO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2700014,,2054893016
BANIDEZ,,"AV. GRAL. GERMAN BUSCH NO. 3184, ZONA ELIZARDO PEREZ DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,65417121,2523319013
BARAKEL,ANDREA ISABEL RODRIGUEZ TITICHOCA,"AV. SANTA FE NO. 3284, ENTRE CALLES JANKOLAYME Y PHAXCHANI GRANDE, ZONA 25 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,69722998,4312524017
BARCOS FARMA,MARIO ALEJANDRO CHURA BARCO,"AVENIDA SIMÓN BOLÍVAR , NO. 6123 EENTRE AVENIDA PANAMERICANA  Y CALLE VENEZUELA , ZONA URBANIZACION BAUTISTA SAAVEDRA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,62361450,7074442014
BARCOS FARMA I,MARY ELBA QUISPE MACHACA,"AVENIDA PANAMERICANA, NO. 1670, ENTRE CALLE EE.UU., Y CALLE CUBA, ZONA URBANIZACION EL PROGRESO, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,62361450,7074442014
BARCOS FARMA II,MADELE MONCADA QUISPE,"AVENIDA ENTRE RIOS, NO. 3964, ENTRE AVENIDA PANAMERICANA Y CALLE 3, ZONA URBANIZACION BELLA VISTA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,62361450,7074442014
BARCOS FARMA III,JIMENA AGUILAR,"AVENIDA BUENOS AIRES, NRO. 7204, ENTRE CALLE DE PEREIRA Y CALLE INTEGRACION , ZONA URBANIZACION FRANZ TAMAYO DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,62361450,7074442014
BAUTISTA,SANDRA ANA BAUTISTA CASTILLO,"AV. CIVICA NO. 100, ENTRE CALLE 2, ZONA VILLA EXALTACION DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76525542,3332394011
BEATRIZ ROSA,,"CALLE FRANCISCO CARVAJAL, NO. 100, ENTRE CALLE 8 Y 9, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,63107997,7065213013
BEKIS,DAVID OSCAR ALVAREZ MALDONADO,"CALLE NUÑEZ DEL PRADO , EDIFICIO HOSPITAL SAN GABRIEL NO 150, ENTRE CALLE PEDRO VILLAMIL Y FRAY BARTOLOME DE LAS CASAS, ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70113222,1016345027
BEKIS,DAVID OSCAR ALVAREZ MALDONADO,CALLE NUÑEZ DEL PRADO EDIFICIO HOSPITAL SAN GABRIEL N° 150 ENTRE CALLE PEDRO VILLAMIL Y FRAY BARTOLOME DE LAS CASAS ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,2238563,70113222,1016345027
BELLA VISTA,,"CALLE PROLONGACION 20 NO. 17, ZONA BELLA VISTA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2787058,72012897,5956444013
BENI S.R.L,JUAN MARISCAL ARO,"CALLE NICOLAS ACOSTA, NRO 571 , ENTRE BOQUERON Y HEROES DEL ACRE,ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,1676681017
BENJAMIN,DANIELA ENRIQUEZ ALEGADO,"AVENIDA 23 DE MARZO, NRO. 3095, ESQUINA AVENIDA COSTANERA, ZONA COMPLEMENTO YUNGUYO DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,74904799,10074658011
BETHEL,,"AVENIDA LADISLAO CABRERA NO 9404, CASI ESQUINA CALLE NOAVIRI ZONA CRUCE ADELA",LA PAZ,EL ALTO,,77741508,4984025010
BETLOZA,HELEN BETTY NINA LOZA,"AV. TIHUANACU NO. 210 ENTRE CALLE 132 Y CALLE 133, ZONA VILLA BOLIVAR D, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60124958,6846242012
BEYSA,GERMAN TICONA MARTINEZ,"AV. COCHABAMBA NO. 1035, ENTRE CALLES SAN JUAN Y AV. BERNARDINO CONDORI, ZZONA 1RO DE MAYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,61112398,6022636016
BIENESTAR,,"AVENIDA JUAN PABLO II, NO. 1195 ZONA JERUSALEN DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70661094,6815730016
BIO +,ANA LUISA MIRANDA PEREZ,"CALLE 3, NO. 50, ZONA ALTO LIMA TERCERA SECCION DE LA CIUDAD DE EL ALTO - LA PAZ",LA PAZ,EL ALTO,,71932996,3355408016
BIOCENTER,YENNY VIVIANA GOMEZ CHOQUE,"AV. CIVICA EDIF. SIN NOMBRE, PB, N° 1060 ENTRE CALLE 3 Y CALLE 4 , ZONA SANTA ROSA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72595403 - 72550509,6015673011
BIOENERGIA,,"CALLE MAX PAREDES, NO. 847, ZONA EL ROSARIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2458372,,3491050012
BIOERIKA,ERIKA ZENOBIA LIMA FLORES,"AVENIDA PANAMERICANA, EDIFICIO SIN NOMBRE, PISO PLANTA BAJA, OFICINA 3, ENTRE CALLE  BENI Y CALLE SANTA CRUZ, ZONA LOCALIDAD PATACAMAYA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77718959 - 72070448,5676921016
BIOFARMA A&A,MIRTHA AURORA VEGA CUBA,"AV. COCHABAMBA NO. 4906, URBANIZACION LAS ROSAS, ESQUINA CALLE 2 DE LA CIUDAD EL ALTO",LA PAZ,EL ALTO,,60677850,6011092019
BIOFARMA A&A SUCURSAL 1,,"CALLE G. NO 535, ESQUINA AV. 4, FRENTE A LA CANCHA PACAJES CALUYO, ZONA VILLA CALUYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60677850,6011092019
BIOFARMATEST,CARMEN ROSA TARQUINO MAMANI,"CALLE CARRASCO, NO. 25, ENTRE AVENIDA ALFONSO UGARTE Y AVENIDA PANORAMICA, ZONA BALLIVIAN DE LA CIUDAD DE EL ALTO - LA PAZ",LA PAZ,EL ALTO,,79644639-77529949,6953456010
BIO+FAR MAYRIN,MARITZA CORI POMA,"CALLE RAFAEL PABON NO. 359, ENTRE AVENIDA ALFONZO UGARTE Y CALLE FOURNIER, URBANIZACION BALLIVIAN DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73730186,6972418015
BIO-FLORES,,AVENIDA SUCRE NO2414 ZONA HUAYNA POTOSI,LA PAZ,EL ALTO,,60559361,4805448017
BIOMEDICA SYT,SEFERINA YUJRA TORREZ,"AVENIDA PUCARANI, NO. 250, ZONA BALLIVIAN ENTRE CALLE ALFONSO UGARTE Y CALLE NISTAUS DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72048522,4742823016
BIO-MED SANTA ROSA,EDWIN CORI POMA,"CALLE RAFAEL PABO, NO. 359, ENTRE AVENIDA ALFONSO UGARTE Y CALLE FOURNIER, ZONA BALLIVIAN, EL ALTO",LA PAZ,EL ALTO,,78005040,6018270019
BIOS,MARIA ELENA MENDOZA REQUE,"CALLE LUIS LARA NO. 159, ENTRE CALLE RODRIGUEZ Y CALLE BOQUERON, ZONA BELEN DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73048959,2299716010
BIO SALUD TU BENDICIÓN,DANIELA AYALA ALCON,AV. LASDILAO CABRERA N° 9 ENTRE LA AV. OLEODUCTO  ZONA BOLIVAR MUNICIPALDE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,70197031,8288536018
BIOSUR,YULY FANNY SURCO ESPEJO,"AV. ALFONSO UGARTE, NO. 165, ENTRE AV. JUAN PABLO II Y CALLE VICTOR GUTIERREZ, ZONA U.V. 16 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2841414,75866623,4792368018
BLANBEL,BLANCA ANDREA BELZU GOMEZ,"CALLE JUAN CAPRILES, NO. 1111, A MEDIA CUADRA AV. ESTEBAN ARCE, ZONA VILLA SAN ANTONIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70526361,8461370015
BOLFARMA,MARIA EUGENIA APAZA VENTURA,"AVENIDA COCHABAMBA N° 1145, ESQUINA CALLE 14 DE SEPTIEMBRE ( CASA DE 3 PISOS, FACHADA CEMENTO, GARAGE VERDE, PB - ESTERIOR) ALTURA AVENIDA LITORAL A 4 CUADRAS BAJANDO, ZONA ILLAMPU DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77238091,7079188011
BOLIVAR,CLAUDIA PAMELA SALAZAR RIVERA,"CALLE BALLIVIAN, NO. 1211, ZONA CENTRAL, ENTRE CALLE BOLIVAR Y CALLE COLON, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,60510745,6950740017
BOLOGNIA,ANGELA IVONN GODINEZ ORTIZ,"CALLE ""Y"" NO. 16  SECTOR GUARDIA, ZONA PAMPAHASI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2258712,,141444017
BONSAI,SILVIA DANIELA MERCADO BARRIONUEVO,"ZONA OBRAJES ALTO, AVENIDA DEL MAESTRO, NRO500",LA PAZ,LA PAZ,,68192099-61188852,687932031
BOTICA LUZ,IVAN ANGEL VILLARROEL SILVA,"CALLE BOSTON, NO. 127, LOCALIDAD GUANAY, ZONA 2, MUNICIPIO DE GUANAY, PROVINCIA LARECAJA DEL DEPARTAMENTO DE LA PAZ",LA PAZ,GUANAY,,73209446,5949363019
BRANKO,CARLA FERNANDA TANTANI TARQUI,"AVENIDA COSTANERA NO 14 ENTRE CALLE 1 Y AVENIDA BOLIVIA , ZONA URBANIZACION ILLIMANI MUNICIPIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71598617,9225085017
BRASIL,GABY PAMELA HUANCA COPA,"CALLE RODRIGUEZ NO. 435, ZONA BELEN DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,79151053,6761923013
BRAYOSKA,KATHERIN ANTONIETA CARRILLO VELASCO,"CALLE INDEPENDENCIA NRO 142, EDIFICIO PLANTA BAJA, OFICINA 1, ENTRE AVENIDA PERU Y CALLE OQUENDO A MEDIOA CUADRA DE LA TERMINAL DE BUSES, ZONA CHALLAPAMPA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,79681527,8308755019
BRELES,ROXANA LUZ MIRANDA GARCIA,"CALLE 2 NO. 684, ZONA VILLA BOLIVAR ""A"" DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,,2760039015
BRIANHA,,"AVENIDA ALFONSO UGARTE NO. 25, ZONA BALLIVIAN DE LA CIUDAD DE EL ALTO",LA PAZ,LA PAZ,2380016,72582657,3461198012
BRIANNA,HORTENCIA MARCA MAMANI,"AV. TIAHUANACO NO. 33, EDIFICIO SIN NOMBRE P.B. , ENTRE CALLES 7 Y 8, ZONA 12 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71965955,4941997011
BUENA SALUD,NELLY BAREA SALAZAR,"AVENIDA BOLIVIA NO. 374, ZONA PACAJES CALUYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73716868,1112992010
BUSCH,GUADALUPE TEOFILA MENDOZA POMA,"AVENIDA BUSCH NO. 900, ESQUINA CALLE HONDURA, EDIFICIO ESMERALDA, LOCAL 102, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76292295,6888255018
CADENA,UBALDO RIVEROS PAJARITO,"AV. ISMAEL MONTES N° 665, ENTRE PISAGUA  Y AVENIDA URUGUAY, CARRIL DE SUBIDA A LA CEJA, ZONA CHALLAPAMPA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,68116463,9942900015
CAJA DE SALUD CORDES POLICONSULTORIO EL ALTO,MARTHA MARIA MAMANI CONDORI,"AV. DEL ARQUITECTO NO. 140, ESQ. CALLE 6, ZONA FERROVIARIA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2847484-2976900,,1017475028
CAJA DE SALUD DE CAMINOS Y RA REGIONAL LA PAZ POLICONSULTORIO CENTRAL,RAMIRO LUIS CASAS QUISPE,"CALLE ROSENDO GUTIERREZ ENTRE CALLE 6 DE AGOSTO Y 20 DE OCTUBRE NO. 386, ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2444538-2440465,,123117028
CAJA PETROLERA DE SALUD DEPARTAMENTAL LA PAZ - FARMACIA 20 DE OCTUBRE,EVA COPA ESCALANTE,"AV. 20 DE OCTUBRE NO. 2270, ESQ. CALLE ROSENDO GUTIERREZ, P.B. ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2423600 - 2423601,,1016867023
CAJA PETROLERA DE SALUD DEPARTAMENTAL LA PAZ - FARMACIA POLICONSULTORIO CENTRAL ARCE,ROSS MARY PATTY TITO,"AV. ARCE NO. 2525, EDIF. CAJA PETROLERA DE SALUD, P.B. (INTERIOR) ZONA SAN JORGE DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2431743-2432807,,1016867023
CAJA PETROLERA DE SALUD DEPARTAMENTAL LA PAZ - FARMACIA POLICONSULTORIO EL ALTO,FANNY ESTHER MORALES FLORES,"CALLE 5 NO. 12 (AV. UNION), PISO 1, ZONA VILLA BOLIVAR, A MEDIA CUADRA DE LA AV. 6 DE MARZO DE LA CIUDAD DE EL ALTO - LA PAZ",LA PAZ,EL ALTO,2823804,,1016867023
CALEB,VERONICA MAMANI ALVAREZ,"AVENIDA JORGE CARRASCO, ENTRE CALLE 3 Y 4, NO. 67, ZONA 12 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70539567,3410108013
CALIZ DE VIDA,MARTHA PATZI LUNA,"CALLE VILLAMIL DE RADA Y CALLE SAN ISIDRO ZEGARRA NO. 938, TIENDA 1, ZONA GRAN PODER DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76210921,2634258016
CALLAPA,,"AV. LA PAZ NO. 54, CASI ESQUINA CALLE SANTA CRUZ PISO. PB, ZONA CALLAPA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,67344731,4743361017
CALMA CORP FARMACIAS S.R.L.,GABRIELA IBETH MAMANI QUISPE,"AVENIDA DEL POLICIA, NRO.  334, ENTRE CALLE HERMANO MORALES Y CALLE FELIPE BESTRES, ZONA CIUDAD SATELITE DELA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,62369312,633067022
CAMACHO,MARLENE MAMANI COCA,"AV. PERIFERICA A MEDIA CUADRA DE LA CALLE SEGUNDO CRUCERO, NO. 62, ZONA VILLA DE LA CRUZ DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,75830330,4007423013
CAMARO,ROSSE MARY ALVARADO LAURA,"CALLE TELLEZ ROSS NO. 77, A MEDIA CUADRA DE LA AV. LADISLAO CABRERA, ZONA VILLA BOLIVAR B DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,68003934,2446108014
CAMICELI I,LIZHET NEYDA ALANOCA MARINE,"CALLE 2, N° 908, ENTRE LA AVENIDA ANTOFAGASTA Y CALLE COSTANTINO DE MEDINA, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79680201,4817539017
CANADA,JUAN JOSE SANCHEZ HERRERA,"CALLE MAX PAREDES, NO. 487 ENTRE AVENIDA BUENOS AIRES Y PLAZA GARITA DE LIMA, ZONA 14 DE SEPTIEMBRE DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77250156,2607372015
CANDY VIDA,,"AV. TAMAYO ESQ. CALLE MALDONADO, NO. 2034, POR LA CARRETERA A LAJA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67033693,9904439015
CAPELLA,KAREN CYNTHIA HERRERA LIMA,"AV. CIVICA, CASI ESQUINA CALLE 4, NO. 29, ZONA SANTA ROSA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70169942,3409364018
CAPITALINA,MARIA ANTONIETA CONDO PACHECO,"AV. INTEGRACION NO. 5, UNA CUADRA DE LA AV. 6 DE MARZO, ZONA URBANIZACION VILLA VICTORIA, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,68000156,4086441014
CAPITOL CENTRAL,ANGELA MARIVEL COARITA APAZA,"CALLE EVARISTO VALLE, NO. 153, ZONA SAN SEBASTIAN DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77543213,4059024011
CAPITOL SUCURSAL I,CARLA ALEJANDRA AGUILAR LLUSCO,AV. AMERICA ESQ. MURILLO NRO. 413 ZONA ROSARIO,LA PAZ,LA PAZ,,77579494,4822093018
CAPSULITA,,"CALLE 5, NO. 95 ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,64164602,8358687015
CARANAVI I,YRMA MOLLO CABEZAS,"AV. RAUL SALMON NO. 15, GALERIA CORTEZ, ZONA 12 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,68134457-76717576,4962150015
CARMELA,,"CALLE 8 NO. 900, ENTRE CALLE SEMPERTEGUI Y CALLE F. ROMERO, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71505776,3413325016
CARMELITA,PEDRO JAVIER CRESPO VASQUEZ,"AV. BALLIVIAN NO. 720 ENTRE CALLES 13 Y 14 EDIF. ATLANTA PISO PB. LOCAL 1, ZONA CALACOTO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2791384,70150364,120361029
CARMINIA,MARTHA CASAS RIVEROS,"CALLE AYATA NRO. 1189, EDIFICIO CASA 1, PISO PLANTA BAJA, EXTERIOR ENTRE AVENIDA ABAROA Y ENTRE RIOS DE LA ZONA CHAMOCO CHICO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,75810951,3455745012
CARMIT,,"AV. 16 DE JULIO NO. 23, ZONA LOS ANDES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71939677,2665934014
CASA DE SALUD,DANIEL ALEJANDRO RODRIGUEZ PADILLA,"CALLE CONSTANTINO D. MEDINA NO. 2241, ENTRE CALLES 7 Y 8, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,,4551752019
CASTELLS,YOLANDA JOVANNA CEREZO SOSSA,"AV. SATELITE NO. 864, ZONA CIUDAD SATELITE PLAN 405, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,,4376191012
CATEDRAL DEL SUR,RICARDO CARLOS CARDOZO CENTELLAS,"CALLE 10 TOLA MARCA NO. 1155, ENTRE PASAJE PAILALA Y AV. CAQUINGORA, ZONA COSMOS 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76760026,4502264018
CATEDRAL SUCURSAL 1,YOSELIN JUDITH AUZA PAREDES,"AVENIDA BALLIVIAN, ESQUINA CALLE 20, NO. 1348 EDIFICIO MONTECARLO LOCAL 1, ZONA SAN MIGUEL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2773838,70525881,1393005016
CATEDRAL SUCURSAL 10,ZELMA BETHZABE LOZA CARI,"AVENIDA 6 DE AGOSTO, NO. 556, ENTRE CALLE ASPIAZU Y CALLE JJ. PEREZ ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70525881,1393005016
CATEDRAL SUCURSAL 13,,"CALLE 23, EDIFICIO TORRE 23, N| 7707 LOCAL 1 ESQ. AV. FUERZA NAVAL ZONA CALACOTO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,1393005016
CATEDRAL SUCURSAL 7,REYNA JEMIMA POMA CALLEJAS,"CALLE BELISARIO SALINAS NO. 350, EDIFICIO BELISARIO SALINAS , ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2773838,70525881,1393005016
CATEDRAL SUCURSAL 8,ANA KARINA FERNANDEZ,"AVENIDA COSTANERA, ESQUINA CALLE 16, NO. 30, ZONA ACHUMANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2773838,70525881,1393005016
CATEDRAL SUCURSAL 9,SONIA MARKA CASTRO,"CALLE 9, ESQUINA AVENIDA SANCHEZ BUSTAMANTE NO. 7979, ZONA CALACOTO, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70525881-78850333,1393005016
CATEDRAL SUCURSAL II,HALYSON OLIVIA SANTOS MENGOA,AVENIDA GARCIA LANZA N° 250 ZONA ACHUMANI DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,2711107,70525881,1393005016
"""CBA"" DE LA SALUD",JUAN PABLO APAZA PACO,"AV. LADISLAO CABRERA NO. 2774, ZONA 6 DE JUNIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70613738,6004712015
CECI,,"CALLE ZOILO FLORES NO. 1216, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2461216,,8441627019
CECI,KARLA MIREYA CANEDO BLANCO,"AV. BUENOS AIRES NO. 681 LOCAL 1 ENTRE MAX PAREDES Y TUMUSLA, ZONA 14 DE SEPTIEMBRE DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,79018084,8441627019
CELESTE,SOLEDAD HUANCA ESCOBAR,"CALLE 35, NO. 99, ESQUINA MUÑOZ REYES (A 3 CUADRAS DEL HIPERMAXI DE COTA COTA), ZONA COTA COTA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,67627177,6814760018
CEMES S.R.L.,CINTYA ROSARIO ESPINOZA SOSSA,"AVENIDA 6 DE AGOSTO NO. 2881, ZONA SAN JORGE DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2430350,68176393,1007137026
CENQUI,MIRIAM ZELMA CENTELLAS QUIROZ,"AVENIDA LUIS ESPINAL, NO. 2045, ZONA BRASIL DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77741004,6043968012
CENSURK S.R.L.,ANGEL YAMPA MALDONADO,"ZONA URKUPIÑA II, CALLE D, ESQUINA 22, NO. 1440 PB INTERIOR DEL MUNICIPIO DE VIACHA DEL DEPARTAMENTO DE LA PAZ",LA PAZ,,2883015,73093159,401971022
CENTER PHARMA,MERY GREIZ CANQUI VIZA,"AV.  EDGAR IBARRA GROSSO N 795, ENTRE AV. KOLLASUYO Y CALLE HUANCARANI, ZONA TAHUANTINSUYO, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,69907666,4746684013
CENTINELA FIEL +,ANA LUISA VARGAS HUANCA,"CALLE 17 B NO. 663, PLAN 405, ENTRE AV SATELITE Y CALLE 18 B, ZONA CIUDAD SATELITE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73588672,13788815010
CENTRO DE EDUCACION E INFORMACION PARA LA SALUD CEIS S.R.L.,,"AVENIDA ACHOCALLA NO. 29 A ENTRE AV. 6 DE MARZO Y AV. ARICA, ZONA SANTA ROSA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72526328-72525241,233724025
CENTRO DE MEDICINA NUCLEAR Y RADIOTERAPIA EL ALTO,,"AVENIDA ARICA EDIF. CENTRO NUCLEAR EL ALTO PISO PB NO. 100, ESQ. AVENIDA PUNATA, ZONA PARCOPATA DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,75266650,314744023
CENTRO DE MEDICINA NUCLEAR Y RADIOTERAPIA LA PAZ,OSCAR POMA MONRROY,"CALLE ENRIQUE HERTZOG, EDIFICIO CENTRO DE MEDICINA NUCLEAR LA PAZ, PISO: PLANTA BAJA, DEPARTAMENTO/LOCAL/OFICINA: P, S/N, AV. J. MENDEZ  ENTRE CALLES 14 Y 16, ZONA ACHUMANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70678400,314744023
CENTRO MEDICO NIEVES,PAOLA ANDREA NIEVES PORTAL,"AVENIDA ACONCUAGA, NRO 8334, ENTRE CALLE HUANDOY Y CALLE SIN NOMBRE, ZONA SENKATA 79 EX TRANCA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,69827372-67053340,7157016013
CEREZO,MAGALY LIZET CEREZO CHOQUE,"AVENIDA ADRIAN CASTILLO NO. 52, ZONA ALTO LIMA DE EL ALTO",LA PAZ,EL ALTO,,65625182,10937555012
CHACON S.R.L.,,"AV. JAIMES FREYRE, CALLE MENDEZ ARCOS NO. 991, EDIF. CORINTO, PISO P.B., LOCAL 3, ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,---,344138024
CHAVES S.A. SUCURSAL GERARDO SANJINES,MABY MARIA ZAPANA OSCO,"CALLE COMERCIO NO. 508, ESQUINA CALLE GENARO SANJINEZ, ZONA CENTRAL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2413051,,1022039027
CIELITO LINDO,,"AVENIDA GERMAN BUSCH, NO. 2055, URBANIZACION SANTISIMA TRINIDAD, ESQUINA CALLE AROMA, CARRETERA ORURO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73546160,6760336012
CIELO AZUL,LOURDES FRANCISCA MACIAS VILLALOBOS,"AVENIDA BUENOS AIRES Y ANTONIO GALLARDO NO. 977, ZONA GRAN PODER DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,79151787,4313688018
